,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,ethnicity,gender,capital_gain,capital_loss,hours_per_week,country_of_origin,income
31994.0,31, Private,118399, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31995.0,30, Self-emp-inc,178383, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,70, United-States, <=50K
31996.0,40, Self-emp-not-inc,170866, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
31997.0,60, ?,268954, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States, >50K
31998.0,52, ?,89951, 12th,8, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States, >50K
31999.0,22, Private,203894, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
32000.0,25, Private,237065, Some-college,10, Divorced, Other-service, Own-child, Black, Male,0,0,38, United-States, <=50K
32001.0,51, Local-gov,108435, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
32002.0,32, Private,93213, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,62, United-States, <=50K
32003.0,51, Self-emp-inc,231230, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
32004.0,42, Private,386175, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
32005.0,39, Private,128392, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
32006.0,24, Private,223515, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32007.0,52, Private,208630, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1741,38, United-States, <=50K
32008.0,58, ?,97969, 1st-4th,2, Married-spouse-absent, ?, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32009.0,43, Private,174295, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
32010.0,31, Private,60229, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32011.0,28, Private,66095, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32012.0,31, Federal-gov,130057, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States, >50K
32013.0,61, Private,179743, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,20, United-States, <=50K
32014.0,26, Private,192022, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32015.0,46, Private,45288, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32016.0,62, ?,178764, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
32017.0,50, Private,99476, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
32018.0,18, Private,41973, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, United-States, <=50K
32019.0,23, Private,162228, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
32020.0,21, Private,211968, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1762,28, United-States, <=50K
32021.0,46, Private,211226, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,36, United-States, <=50K
32022.0,38, Private,33397, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
32023.0,53, Private,120839, 12th,8, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
32024.0,53, Private,36327, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32025.0,50, Private,139703, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32026.0,26, Private,107827, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
32027.0,46, Local-gov,140219, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,55, United-States, >50K
32028.0,44, Local-gov,203761, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32029.0,36, Local-gov,114719, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32030.0,20, Private,344394, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
32031.0,35, Private,195516, 7th-8th,4, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
32032.0,40, State-gov,31627, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
32033.0,70, Private,174032, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32034.0,57, Private,226875, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32035.0,40, Private,566537, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,40, Mexico, <=50K
32036.0,18, Private,36162, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States, <=50K
32037.0,45, Self-emp-not-inc,31478, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2829,0,60, United-States, <=50K
32038.0,52, Private,294991, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32039.0,24, ?,108495, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
32040.0,42, Self-emp-inc,161532, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
32041.0,28, Local-gov,332249, HS-grad,9, Separated, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
32042.0,32, Private,268147, Assoc-voc,11, Never-married, Tech-support, Unmarried, White, Female,0,0,60, United-States, <=50K
32043.0,56, Federal-gov,317847, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32044.0,44, Private,52028, 1st-4th,2, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
32045.0,20, Private,184045, Some-college,10, Never-married, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
32046.0,32, Private,206609, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32047.0,59, Private,152968, Some-college,10, Separated, Adm-clerical, Other-relative, White, Male,3325,0,40, United-States, <=50K
32048.0,21, Private,213015, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,2176,0,40, United-States, <=50K
32049.0,32, Private,313835, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32050.0,49, Private,66385, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, <=50K
32051.0,22, Private,205940, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,1055,0,30, United-States, <=50K
32052.0,51, Self-emp-inc,260938, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32053.0,33, Private,60567, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States, <=50K
32054.0,23, Private,335067, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32055.0,34, Private,331126, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
32056.0,53, Private,156612, 12th,8, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
32057.0,44, Private,188436, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
32058.0,60, Private,227468, Some-college,10, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32059.0,55, Private,183580, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
32060.0,57, Self-emp-not-inc,50990, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
32061.0,59, Private,384246, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32062.0,26, ?,375313, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
32063.0,30, Private,176410, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Own-child, White, Female,7298,0,16, United-States, >50K
32064.0,49, Private,93639, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,43, United-States, <=50K
32065.0,45, Private,30289, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32066.0,29, Self-emp-inc,124950, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
32067.0,37, Self-emp-not-inc,126675, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
32068.0,21, Private,145964, 12th,8, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
32069.0,36, State-gov,345712, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32070.0,18, ?,97474, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
32071.0,37, Private,180342, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
32072.0,19, Private,167087, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32073.0,65, ?,192825, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States, <=50K
32074.0,30, Private,318749, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,35, Germany, <=50K
32075.0,27, ?,147638, Masters,14, Never-married, ?, Not-in-family, Other, Female,0,0,40, Japan, <=50K
32076.0,59, Federal-gov,293971, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32077.0,32, Private,229566, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
32078.0,25, Private,242464, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32079.0,40, Private,111067, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States, >50K
32080.0,21, ?,155697, 9th,5, Never-married, ?, Own-child, White, Male,0,0,42, United-States, <=50K
32081.0,49, Local-gov,106554, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
32082.0,49, Private,23776, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32083.0,51, ?,43909, HS-grad,9, Divorced, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
32084.0,48, Private,105808, 9th,5, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
32085.0,42, Private,169995, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
32086.0,53, Private,141388, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32087.0,29, Self-emp-not-inc,241431, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
32088.0,21, ?,78374, HS-grad,9, Never-married, ?, Other-relative, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
32089.0,54, Self-emp-not-inc,158948, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
32090.0,66, Private,115498, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, ?, >50K
32091.0,34, Private,272411, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32092.0,39, Private,30529, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
32093.0,62, ?,263374, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Canada, <=50K
32094.0,30, Private,190228, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32095.0,27, Private,126060, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32096.0,25, Private,391192, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32097.0,26, Private,214069, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
32098.0,45, Private,170871, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
32099.0,55, Private,118993, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,10, United-States, <=50K
32100.0,26, Private,245880, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
32101.0,45, Private,174794, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,56, Germany, <=50K
32102.0,61, Local-gov,153408, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
32103.0,34, ?,330301, 7th-8th,4, Separated, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K
32104.0,26, Private,385278, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
32105.0,44, Federal-gov,38434, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32106.0,45, Self-emp-not-inc,111679, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
32107.0,55, Private,168956, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32108.0,20, Private,86143, Some-college,10, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
32109.0,48, Private,99835, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32110.0,33, Private,263561, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
32111.0,44, Private,118536, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
32112.0,32, Self-emp-inc,209691, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, <=50K
32113.0,54, Private,123374, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32114.0,40, Private,137225, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32115.0,29, Private,119359, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,10, China, >50K
32116.0,56, Private,134153, 10th,6, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
32117.0,47, Private,121124, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32118.0,22, Private,147655, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
32119.0,46, Private,165138, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
32120.0,24, Federal-gov,312017, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
32121.0,37, Private,272950, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32122.0,49, Private,259323, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32123.0,44, Federal-gov,281739, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,13550,0,50, United-States, >50K
32124.0,21, Private,119156, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32125.0,55, Private,165881, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32126.0,23, State-gov,136075, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
32127.0,50, Private,187465, 11th,7, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32128.0,44, Private,328561, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
32129.0,48, Private,350440, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
32130.0,38, Self-emp-not-inc,109133, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
32131.0,48, Private,109814, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
32132.0,39, Private,86643, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
32133.0,52, Federal-gov,154521, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, United-States, >50K
32134.0,63, Private,45912, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
32135.0,48, Private,175070, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,2258,40, United-States, >50K
32136.0,37, Private,338033, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32137.0,26, State-gov,158963, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32138.0,50, Self-emp-inc,121441, 11th,7, Never-married, Exec-managerial, Other-relative, White, Male,0,2444,40, United-States, >50K
32139.0,47, Self-emp-not-inc,242391, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32140.0,19, Private,119964, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Female,0,0,15, United-States, <=50K
32141.0,34, Private,193344, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
32142.0,29, Local-gov,45554, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32143.0,33, Private,249716, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
32144.0,53, Private,58985, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
32145.0,24, Private,456367, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32146.0,39, Private,117381, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
32147.0,50, Self-emp-not-inc,240922, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,1408,5, United-States, <=50K
32148.0,31, Private,226443, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32149.0,22, Private,364342, Assoc-voc,11, Never-married, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
32150.0,42, Local-gov,101593, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, <=50K
32151.0,23, Private,267471, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
32152.0,22, Private,186849, 11th,7, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
32153.0,65, Private,174603, 5th-6th,3, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, Italy, <=50K
32154.0,34, Private,115040, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
32155.0,23, Private,142766, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,1055,0,20, United-States, <=50K
32156.0,38, Private,59660, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
32157.0,45, Self-emp-not-inc,49595, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
32158.0,19, Private,127491, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32159.0,46, Private,155933, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1602,8, United-States, <=50K
32160.0,23, Private,122272, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
32161.0,37, Private,143771, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32162.0,59, Private,91384, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32163.0,36, State-gov,135874, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32164.0,35, Private,207066, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,10520,0,45, United-States, >50K
32165.0,51, Private,172493, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,12, United-States, <=50K
32166.0,42, Local-gov,189956, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
32167.0,35, Private,106967, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32168.0,20, Private,200153, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
32169.0,25, Private,149943, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,4101,0,60, ?, <=50K
32170.0,41, Private,151736, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32171.0,40, Private,67852, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
32172.0,36, Private,54229, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,37, United-States, <=50K
32173.0,34, Self-emp-inc,154120, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
32174.0,44, Self-emp-not-inc,157217, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
32175.0,31, Federal-gov,381645, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32176.0,41, Local-gov,160785, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32177.0,43, Private,133584, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32178.0,43, Private,170230, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
32179.0,58, Private,250206, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
32180.0,19, Private,128363, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
32181.0,43, Local-gov,163434, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, >50K
32182.0,50, Private,195690, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
32183.0,44, Self-emp-inc,138991, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32184.0,46, Private,118419, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States, <=50K
32185.0,52, Self-emp-not-inc,185407, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32186.0,52, Self-emp-not-inc,283079, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
32187.0,18, Private,119655, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
32188.0,29, Private,153416, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
32189.0,19, ?,204868, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,36, United-States, <=50K
32190.0,34, Private,220362, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
32191.0,23, Local-gov,203078, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
32192.0,64, State-gov,104361, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
32193.0,68, Private,274096, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
32194.0,42, State-gov,455553, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32195.0,41, Private,112283, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
32196.0,41, Self-emp-inc,64506, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
32197.0,22, State-gov,24395, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
32198.0,67, Self-emp-inc,182581, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,20, United-States, >50K
32199.0,27, Private,100669, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
32200.0,25, Private,178025, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32201.0,49, ?,113913, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,60, United-States, <=50K
32202.0,28, Private,55191, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
32203.0,51, Federal-gov,223206, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Vietnam, >50K
32204.0,23, Local-gov,162551, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,35, China, <=50K
32205.0,19, Private,693066, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32206.0,72, ?,96867, 5th-6th,3, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
32207.0,33, Private,256362, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
32208.0,53, Private,539864, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
32209.0,35, Private,241153, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32210.0,31, Private,284395, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32211.0,18, Private,180039, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32212.0,45, Private,178416, Assoc-voc,11, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
32213.0,28, Private,175710, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, ?, <=50K
32214.0,22, Local-gov,164775, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala, >50K
32215.0,55, Private,176897, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32216.0,45, Private,265097, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, >50K
32217.0,22, Private,193090, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
32218.0,37, Private,186009, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1672,60, United-States, <=50K
