Unnamed: 0,Owner,Pending days,Month,Feedback Date,Customer,End Customer,Region,Country,Key Account Status,Sales manager,Business Unit & Product,First Tier Category,Second Tier Category,Third Tier Category,Third Tier+ Category,Description,Repeat times,Filling Machine,Packaging Material,Production Date,Format,Defect Pic,Issues category,Reject category,Reject detailed reason,Department,DIC,Status,MMI status,Latest Status,History,Sample tracking NO.,Sample received date,Root cause,Actions on filling machine,Corrective action,Person in charge,Action Due Date,Converting Machine,OA CAPA Process Number,Issue Claim Paper Date,Close Claim Paper Date,Claim no,Claim Qty(pcs),Claim Qty(details),Internal CAPA Issue Date,Internal CAPA Receive Date,Internal response time,External CAPA Submit Date,Response time,Feedback lead time,CRM case number,To do list,Hyperlink,Defect Code,Is the detection system detectable?,Claim amount
201,sophia,0,aug,2024-08-06,sadafco jeddah,sadafco jeddah,isu-印度沙特阿联酋,saudi arabia,n,ks aseptic i,ks aseptic i,during_filling_灌装中,integrity_完整性,poor sealing  封合不良,上机匹配性,ts处弱封,5,tba19,053458/35073061/35083602,2024-03-15 00:00:00,125s,unavailable,feedback,unavailable,unavailable,production,lamination,close,unavailable,unavailable,unavailable,7399233380,2024-08-10 00:00:00,怀疑用错料，但是没有证据,"at ts power 590, the seal was weak, indicating a problem/increased ts power to 700: the material was overheated/reduced ts power to 660: the material was still slightly overheated/final adjustment to ts power 620: produced better results",怀疑用错料，但是没有证据,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-14 00:00:00,2024-08-22 00:00:00,6.0,2024-08-10 00:00:00,3.0,144.0,unavailable,unavailable,unavailable,unavailable,False,0.0
202,coco,0,aug,2024-08-09,sadafco jeddah,sadafco jeddah,isu-印度沙特阿联酋,saudi arabia,n,syed sajid shaik,ks aseptic i,lamination_复合,appearance_淋膜外观,lamination scratch/impression 复合刮伤/压印,外观类,内层刮伤,1,tba19 10v,052469/38090567,2024-02-06 00:00:00,125s,unavailable,feedback,unavailable,unavailable,production,lamination,close,unavailable,2024/9/6：报告已提供，客户无更多concern。 2024/9/2:外部供应商改善，内部联系lasor供应商，为何检测不出来,2024/8/29：反馈给铝箔供应商；复合确认为什么未报警。报告待jerry确认是否有问题。 2024/8/15：待样品做进一步分析。成本角度考虑，样品暂时未寄出。 2024/8/12:待确认是否是划伤；内层pe是否破了（判定是复合之前还是之后）；工程师寄回样品做分析 初步判断：如果前后都没有同样不良，多半为复合内层之前铝箔刮伤，为个案。可通过样品判断内层pe是否破了。,86 4489 6013,unavailable,"1.根据前期同类缺陷外检分析可能为铸轧熔体不干净,随着铝箔厚度的减小,隐藏在坯料内部的夹杂、气孔逐步暴露出来,当夹杂、气孔尺寸超过厚度,形成穿孔或裂缝;而5号分切机表检未检测识别出此缺陷导致流出。/2.检测设备未识别到该缺陷",unavailable,"1、组织铸轧工序制定问题推进计划改善熔体质量:引入氮化硅控流钎替代现有控流钎,消除现有控流钎脱落影响熔体清洁;每次立板前用吸尘器将流槽内异物清理干净并通过验收后再立板,避免夹杂物进入铸嘴影响铝液流动。2、邀请分切表检设备厂家对5号表检系统进行升级,优化分切表检判定标准并培训操作手此次问题给贵司带来的困扰我司再次深表歉意,如贵司有其他的改善建议,请随时指导,感谢贵司的理解与支持。/联系检测设备供应商分析该缺陷未识别原因",供应商原材料/lamination,ongoing/onging,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-20 00:00:00,2024-08-22 00:00:00,2.0,2024-08-30 00:00:00,15.0,185.0,unavailable,unavailable,unavailable,unavailable,False,0.0
203,celina,0,aug,2024-08-09,idp bavi,idp bavi,gka&sea-大客户及东南亚,vietnam,n,hoan nguyen,ks aseptic i,lamination_复合,coating_quality_淋膜品质,inner layer low adhesion 内层粘力差,物理指标类,目前停机重启检包20包，发现1包内层pe分层,2,a3 s,1004325/32010019,2024-06-26 00:00:00,200s,unavailable,unaccepted,customer's abnormal production equipment or testing equipment.,unavailable,filling machine,filling machine,close,unavailable,20240822：工程师告知客户7天的保温测试里没有发现其他包漏包，认定为单个case，工程师通知可以暂时关闭这个case。,20240815：扩大检查后未发现其他不良，客户灌装机为a3 s且停机时 aseptic chamber 温度为 80 degree，不会导致分层。现在客户在做7天的保温测试，待结果中。如果只有这1包，客户就会认为是单个case，非乐美责任。 20240815：扩大检查后未发现其他不良，客户灌装机为a3 s且停机时 aseptic chamber 温度为 80 degree，不会导致分层。现在客户在做7天的保温测试，待结果中。如果只有这1包，客户就会认为是单个case，非乐美责任。 20240809：客诉卷卷在距卷心3200包左右的时候灌装机停机5分钟，再次开机后检10包发现1包经撕拉后分层，再检10包没有发现不良。于是就继续罐装消耗完了这卷包材。接头包检查及例行检查均未发现不良。客户在sorting不良包附近罐装的成品中。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-09 00:00:00,2024-08-10 00:00:00,0.0,2024-08-10 00:00:00,0.0,44.0,unavailable,unavailable,unavailable,unavailable,False,0.0
204,celina,0,aug,2024-08-10,宁夏北方,宁夏北方,chn-中国区,china mainland,n,王建红,ks aseptic i,during_filling_灌装中,runnability_运行性,abnormal dumping 异常排包,上机匹配性,图案校正异常,5,tba/9,1004463/32020001,2024-06-26 00:00:00,200s,unavailable,unaccepted,unsufficient information,unavailable,filling machine,filling machine,close,unavailable,20240822:客户未再客诉其他卷异常，先关闭case,20240812：这个订单的5m留样刚好涵盖1号卷，是web2.我司检查幅宽和折痕线到边的距离都正常，且这个卷客户端已经用了只剩100包左右 20240810:只有这卷异常排包。其他卷无问题。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-10 00:00:00,2024-08-13 00:00:00,1.0,2024-08-13 00:00:00,1.0,45.0,unavailable,unavailable,unavailable,unavailable,False,0.0
205,celina,0,aug,2024-08-10,宁夏北方,青海牧伦河科技,chn-中国区,china mainland,n,王建红,ks aseptic i,transportation_运输,transportation_运输_,transportation damge 运输破损,物流运输类,靠近卷芯褶皱,33,"not related with filling machine, so no filling machine type",1004520360210074,2024-06-24 00:00:00,250f,unavailable,unaccepted,normal phenomenon,unavailable,filling machine,filling machine,close,unavailable,20240906：分切已经给出固定的报告，告知因为纸芯桶需要比包材幅宽小1mm，所以最内几层闹才比纸芯高一些，会有打皱，（如果纸芯桶和幅宽一致，可能因为包材走下限时纸芯桶实际高度大于幅宽，从而导致纸芯桶凸出，无法码垛，所以纸芯桶小于幅宽1mm是合理设计）这是正常现象。后续用此报告解释 20240830：分切还未做出报告 20240822：质量周会上lisa建议将这种客诉做一个标准报告，以后客户来客诉尽快回复客户,20240815：工程师报告查询视频显示无异常，推测是运输导致。但是卷芯如果没有绕卷不齐的话，不太可能在运输途中造成整圈打皱。需要重新分析。 20240810：客诉这个卷卷芯处整圈打皱。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-10 00:00:00,2024-08-22 00:00:00,8.0,2024-08-22 00:00:00,8.0,47.0,unavailable,unavailable,unavailable,unavailable,False,0.0
206,coco,0,aug,2024-08-12,binzagr co-ro,binzagr co-ro,isu-印度沙特阿联酋,saudi arabia,y,sumit sharma,ks aseptic i,design_设计,design_设计_,text design 文字设计,外观类,"overlap处的'flaovoured\"",乐美以“f”开头，利乐以“a\""开头",3,a3s,1900204(l14349),2024-05-17 00:00:00,250bl,unavailable,unaccepted,normal phenomenon,"there is without impact of that, \""fl\"" is overlapped area in shown artwork. please check below picture: our artwork is fully same as tetrapak's artwork, after standard slitting, “fl\"" will be cut off.",filling machine,filling machine,close,unavailable,2024/8/12：经确认，乐美和利乐一致，乐美的“fl”会和利乐产品一样被overlap覆盖掉。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-12 00:00:00,2024-08-13 00:00:00,1.0,2024-08-13 00:00:00,1.0,87.0,unavailable,unavailable,unavailable,unavailable,False,0.0
207,coco,0,aug,2024-08-13,甘肃祁牧,甘肃祁牧,chn-中国区,china mainland,n,杨昕,ks aseptic i,after_filling_灌装后,storage_transportation_仓储_运输,spoil pack 坏包,食品安全类,坏包,5,铭慧,1001439/35010057,2024-05-02 00:00:00,1ls,unavailable,unaccepted,unsufficient information,"客户无法提供更多信息，销售确认不再跟进。the customer is unable to provide further information, and sales confirmation will no longer follow up.",filling machine,filling machine,close,unavailable,2024/9/13：客户无法提供更多信息，销售确认不再跟进。 2024/8/29：待客户提供更多信息。 2024/8/22:微生物专家回国后继续分析。 2024/8/15：待客户提供生产记录,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-13 00:00:00,2024-08-13 00:00:00,0.0,unavailable,-32513.0,103.0,unavailable,unavailable,unavailable,unavailable,False,0.0
208,celina,71,aug,2024-08-13,noumi,noumi,gka&sea-大客户及东南亚,australia,n,su chong,ks aseptic i,raw_material_原材料,base_paper_原纸,paper edge wicking 原纸边渗,物理指标类,"客户成品，开盖，拧紧，平放3~5天，plh处出现漏包及盖子容易拽掉现象,比打样单情况差",1,"not related with filling machine, so no filling machine type",1003098/1003097/1003162/1003163/1003164,2024-05-25 00:00:00,1lsq-plh,unavailable,unaccepted,normal phenomenon,unavailable,filling machine,filling machine,open,unavailable,"20241010:我司已经申请了金属包的样品，预计10月11号前发送给客户，10月底到客户端。目前客户端103万包的包材不用。 20240911：julio在研究样品的盖子相关方面。客户未还未寄回竞品的，我司的平张样. 20240923：做利乐外层plh的红染，10个孔没有一个有外层红染。十月头会空运一卷金属包过去，请客户再测试，客户现在已经停用我司包材。 20240906：做外层红染测试，客诉单1003164，web1/2/3/5的plh外层红染漏个数分别为:3/6，6/10,9/9,1/10，047405 plh外层红染漏个数为web2留样，10/10. 待测试利乐1ls-plh外层红染。plh外层红染晓军的意见是，我司会好于利乐，但是2家都会有外层红染的情况存在，如果测试利乐的红染格式和乐美红染情况差不多，则可以将此点作为解释的支撑数据之一。同时销售也在申请金属包的样品。 20240905：我司外层plh孔边缘pe有破，这也是导致开盖厚会渗透到纸里的一个因素，查新打样单的外层压力是90，商业单是130，alex告知24年5月开始所有家庭包的外层压力都从90增加到130，以保证在高速情况下的外层黏力。 20240830：克重，各层黏力，pe type，原纸，边渗的在线数据都ok，客户端的盖子有贴偏的情况，但是未切到纸板。工程师测试只切开孔的中间位置，不切边缘时，没有边渗问题。0829和客户开会，客户告知平张样的边渗（同样的溶液，不同的纸）比商业单的小，平张样均值小于2%，商业单为3%，请客户寄回乐美，商业单，测试单的平张样和包材中进一步分析。 20240821：julio通知还要测试plh孔的位置，各层克重，各层黏力，pe type，以及开改后盖子的切刀是否切到纸边等盖子方面的问题。已经通知质量部提供这些数据。 20240820：销售告知要更全面深入地分析 20240819：关务告知含液体的无法进口寻求julio支持从哪些方面进行分析？ 20240815：和销售，alex，julio，杨春，一起开会确认了next step，文件夹中meeting minutes。我司和利乐的成品销售已经寄回来，待按照客户的方式测试。及测试成品的外层黏力。复合后包材的边渗，不同口味的oil含量，原纸的批次是否一致，盖子胶水情况。",20240815：和销售，alex，julio，阳春，一起开会确认了next step，文件夹中meeting minutes。我司和利乐的成品销售已经寄回来，待按照客户的方式测试。及测试成品的外层黏力。复合后包材的边渗，不同口味的oil含量，原纸的批次是否一致，盖子胶水情况。 20240814：边渗数据打样单与客诉单未见明显差异，黏力良好，都大于标准。 20240813：客户反馈与打样单比plh孔开盖后边渗更差。测试方法：成品，开盖，拧紧，放倒后放冰箱里5天测边渗 打样单：almd杏仁口味边渗1.5%，oat 口味2.6%，测试时间2024年3月。 商业单：杏仁口味：5天后，下层成品漏包，上层成品肉眼未见漏包，但是挤压后会是会漏包，盖子很容易就被整个从包材上扭掉，边渗数据客户统计中。         oat口味：3天后，下层成品漏包，上层成品肉眼未见漏包，但是挤压后会是会漏包，盖子很容易就被整个从包材上扭掉，边渗数据客户统计中 和质量及研发确认，影响因素为：原纸边渗，原纸和外层pe之间的黏力，盖子是否居中。具体数据质量部在收集中,8531100255,2024-09-02 00:00:00,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-13 00:00:00,2024-08-27 00:00:00,10.0,2024-08-27 00:00:00,10.0,80.0,unavailable,unavailable,unavailable,unavailable,False,0.0
209,sophia,0,aug,2024-08-15,fch,fch,gka&sea-大客户及东南亚,vietnam,y,王红（rainbow wang),ks aseptic i,lamination_复合,coating_quality_淋膜品质,gel formation pe块,功能类,市场投诉1包漏包，打开发现pe块粘在内层,1,"not related with filling machine, so no filling machine type",1000257/80125,2024-04-05 00:00:00,200s,unavailable,unaccepted,customer's abnormal production equipment or testing equipment.,customer's abnormal production equipment or testing equipment,filling machine,filling machine,close,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,2024-08-22 00:00:00,5.0,132.0,unavailable,unavailable,unavailable,unavailable,False,0.0
210,celina,68,aug,2024-08-16,acp,acp,gka&sea-大客户及东南亚,vietnam,n,hoan nguyen,ks aseptic i,printing_印刷,printing_unit_印组,color deviation 印刷色差,外观类,实物和标样颜色存在色差，可回收标记的实物和标样对比数码稿有色差,5,"not related with filling machine, so no filling machine type",1006891,2024-07-27 00:00:00,1ls-plh,unavailable,feedback,unavailable,unavailable,production,printing,open,unavailable,"20240829：客户已经开始使用这批包材，遇到了pe lump的问题。解决pe lump问题中。色差问题暂时搁置。 20240830：根据客户寄回来的6号和8号样品发现，1号卷的卷,570米色差已经达到2.74，印刷在线检测设备发现2号卷卷芯1200米往后颜色变淡，加上目视判断，认为1号印刷卷和2号印刷卷芯1200m内属于风险卷。给客户更新了报告及解决方案：备墨色差和色票不能超1.5；印刷过程总只能微调墨，如果色差超过1.5只能停机调墨；记录保留在线粘度数据，超标报警。根据报告问题还有：我司现行的备墨是依据色票备墨的吗？第一次印刷未有标样时怎么比对每卷下卷的色差的？每卷下卷的色差为何不具有参考性？是标准方法不适用还是人员未按照标准作业未记录？拼版时每一个设计都需要留颜色样，不是选择某个设计留颜色样。所以case的root cause未分析到位，另外关于首次订单业助要求qc取标样的过程业也有需要改进的地方：取样人员不做色差的确认，样品寄给客户后我司未做备份，客诉发生后我司未有比对的样品。已反馈给质量部改进 20240822：销售告知客户不接受报告中的结论，因为肉眼观察确实存在有色差。质量周会上油墨告知，曾经调了油墨的粘度，但是标准是一笔订单在开的过程中需要保持一个粘度。粘度的标准请印刷再捋一捋。同时客户会寄样品回来，后续客户的订单颜色以哪一卷为标样，需要和客户敲定。还需要印刷确认生产过程中是以哪个颜色为标样的？蓝信封中6个母卷为何只留了4个母卷的颜色样？",20240822：销售告知客户不接受报告中的结论，因为肉眼观察确实存在有色差。质量周会上油墨告知，曾经调了油墨的粘度，但是标准是一笔订单在开的过程中需要保持一个粘度。粘度的标准请印刷再捋一捋。同时客户会寄样品回来，后续客户的订单颜色以哪一卷为标样，需要和客户敲定。还需要印刷确认生产过程中是以哪个颜色为标样的？蓝信封中6个母卷为何只留了4个母卷的颜色样？ 20240820：找到3m留样后发现共6个母卷，123号母卷颜色比4号母卷颜色偏深，456三个母卷颜色较接近。但是和标样比色差在我司内控的标准范围内，△<=1.5，分析报告发给客户。 20240816：客户客诉23和24号卷和标样比有色差，标样是业助备注在蓝信封里请质量部从分切处留的，经查是4号母卷上的样。蓝信封中的母卷留样订单和标样比无色差,dhl 34 8278 7254,unavailable,备墨与色票有色差 试机后颜色色相偏差，调整错误，第一卷测量色差后，开机过程中色相调整以及粘度变化引起色差,unavailable,备墨与色票色差控制在δe1.5以内/过程中颜色微调整，色差超过δe1.5停机并调整/印刷机油墨粘度自动监控，记录曲线记录，超出标准报警记录,范石刚/范石刚/范石刚,20240830/20240826/20241030,u1,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-16 00:00:00,2024-08-20 00:00:00,2.0,2024-08-20 00:00:00,2.0,20.0,unavailable,unavailable,unavailable,unavailable,False,0.0
211,sophia,0,aug,2024-08-16,sady,sady,cis-俄语区,russia,n,botova mariia,ks aseptic i,during_filling_灌装中,filling_cosmetic_灌装外观,light penetration on creasing line_plh 压痕线_plh孔透光,外观类,125s/200s/1lg折痕线透光,2,"not related with filling machine, so no filling machine type",1001755 1003396 1000506,2024/4/13 2024/5/10 2024/3/13,125s,unavailable,unaccepted,normal phenomenon,not lamipak responsibility,filling machine,filling machine,close,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,2024-08-18 00:00:00,0.0,unavailable,unavailable,unavailable,unavailable,unavailable,False,0.0
212,celina,0,aug,2024-08-17,kimby,kimby,eu-欧洲区,serbia,n,sasa grbic,ks aseptic i,transportation_运输,transportation_运输_,shipment delay 出货延期,物流运输类,24年5月应到包材未按时到货。客户赔偿终端6000欧向我司索赔5000欧,1,"not related with filling machine, so no filling machine type",052858,2024-02-15 00:00:00,1ls,unavailable,unaccepted,beyond the scope of product usage,unavailable,filling machine,filling machine,close,unavailable,20240919：客诉单签核中 20240911：销售确定会通过未来的3个柜子来抵扣，已提交客诉单 20240905：销售告知在和客户讨论赔付通过未来的2~3个柜子来抵扣，等谈定了再提交客诉处理表 20240830：tiger同意商业赔付 20240822：经调查，货好日期未变，2月1号物流订到的船是2月22装船，2月28发船，但是因为春节后船司爆仓  柜子实际3月8号的才发船。delay 8天。后续因为红海胡赛武装打击商船，不得绕行好旺角，并在mtmla做中转，mtmla严重拥堵，在mtmla delay 20 天。每次delay物流都有通知到销售，销售同时转给客户。需要和物流，销售开会。,20240822：经调查，货好日期未变，2月1号物流订到的船是2月22装船，2月28发船，但是因为春节后船司爆仓  柜子实际3月8号的才发船。delay8天。后续因为红海胡赛武装打击商船，不得绕行好旺角，并在mtmla做中转，mtmla严重拥堵，在mtmla delay 20 天。每次delay物流都有通知到销售，销售同时转给客户。需要和物流，销售开会。kimby和终端签订了成品交期条款，我司未和kimby签订交期的条款。我司和kimby签订合同时业助会在合同上会议一个参考的etd，此单是early of apr。 20240820：销售告知客户索赔的仅仅是番茄味的一个设计的一个需要在5月到港但是5月底才到的，重新查新找到订单是052858，这个订单的预计到货日期从4月25 delay到5月25. 20240817：客诉因23年和24年乐美出货交期delay导致终端客户损失了之前商定的销售额（损失15000欧），kimby赔付终端6000欧，要求乐美承担5000欧。查询到23年和24你的出货总清单，从客户下单日到到港日。23年平均70天，24年平均108天。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-09-03 00:00:00,unavailable,pw202408002,143000,143000pcs,2024-08-17 00:00:00,2024-08-23 00:00:00,4.0,2024-08-26 00:00:00,5.0,184.0,unavailable,unavailable,unavailable,unavailable,False,5400.0
213,coco,0,aug,2024-08-18,cimory,cimory,gka&sea-大客户及东南亚,indonesia,n,william alex ginaroy lie,ks aseptic i,transportation_运输,transportation_运输_,pallet unloading issue 栈板卸货问题,物流运输类,have safety hazard on unloading process due to double stack config,3,"not related with filling machine, so no filling machine type",no specific order provided,no specific order provided,200s,unavailable,unaccepted,improper transportation or storage by customer,"during the production process, no abnormal cases were found on the packaging. case closed.",filling machine,filling machine,close,unavailable,"the customer said there was no appropriate loading doc in place, because the unloading process was previously carried out by a third party","recently, the customer received the packaged product in his own warehouse, the customer had never unloaded the 2-stack pallet. currently the lamipak indonesia team has provided suggestions for safe use of equipment.",unavailable,unavailable,"the customer does not have a suitable loading doc, and there is no equipment suggested by lamipak",unavailable,"lamipak will ensure that the stacks sent are in safe condition, ensuring that the customer has a stacker tool for the unloading process with 2 stacks of product",unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-18 00:00:00,2024-08-18 00:00:00,-1.0,2024-08-18 00:00:00,-1.0,unavailable,00002164,unavailable,unavailable,unavailable,False,0.0
214,coco,0,aug,2024-08-19,sadafco jeddah,sadafco jeddah,isu-印度沙特阿联酋,saudi arabia,n,syed sajid shaik,ks aseptic i,after_filling_灌装后,storage_transportation_仓储_运输,spoil pack 坏包,食品安全类,some blown and low ph packs reported in sadafco jeddah incubation lab,6,tba/22 line 10,05345931070154/05345931040095/05345931030017/05345931010057/05345932021065/05236333020023/05236333050026/05345932041046/05345931020205,2024-03-12 00:00:00,200b,unavailable,unaccepted,reconfirm by service engineer,"客户那边已经调查完毕，问题已解决，但是没有分享相关信息。工程师确认没问题了可以close。customer had done investigation by themselves and they run machine upon their investigation results. they did not share blown packs investigation results with us, so it  means there was no problem in 200b pack mat.",filling machine,filling machine,close,unavailable,2024/9/6：客户那边已经调查完毕，问题已解决，但是没有分享相关信息。工程师确认没问题了可以close。 2024/8/29：提供标签的卷里都出现了胀包，但是偶发，未发现规律。客户在调查中。目前在用另外两台tba 22在进行灌装。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-19 00:00:00,2024-08-20 00:00:00,1.0,unavailable,-32517.0,160.0,unavailable,unavailable,unavailable,unavailable,False,0.0
215,sophia,64,aug,2024-08-20,yoke,yoke,gka&sea-大客户及东南亚,malaysia,n,su chong,ks aseptic i,during_filling_灌装中,integrity_完整性,other leakage 其他类型漏包,功能类,折痕线处红染漏,6,tba19,unavailable,unavailable,unavailable,unavailable,unaccepted,unsufficient information,"enginner will visit customer to do test again, and customer didn't begin commercial production yet",filling machine,filling machine,open,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,"the setting has been done at heat exchange bypass throttle valve, resulted increased  temperat.conclusion  the commercial trial on september 25th, 2024, successfully produced 3 pallets on each line using  lamipak packaging material for chrysanthemum tea, despite delays caused by air knife low  temperature and frequent downstream equipment (de) stoppages. the package integrity test yielded  satisfactory results, and no machine parameters were changed during the trial. the trial marked the  first time the customer operated the full production line, expanding from their previous runs with only  the filling machine. important to note that crease wheel was bypassed in paper threading, and no  impact observed with the absence of crease wheel",unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,2024-08-21 00:00:00,1.0,45524.0,unavailable,unavailable,unavailable,unavailable,False,0.0
216,sophia,0,aug,2024-08-20,fch,fch,gka&sea-大客户及东南亚,vietnam,y,王红（rainbow wang),ks aseptic i,during_filling_灌装中,runnability_运行性,design correction 图案校正问题,上机匹配性,图案矫正异常导致排包,1,tba22,1005188/80008 1003063/36010006,2024-06-01 00:00:00,200s,unavailable,unaccepted,reconfirm by service engineer,unavailable,filling machine,filling machine,close,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,2024-08-21 00:00:00,1.0,80.0,unavailable,unavailable,unavailable,unavailable,False,0.0
217,coco,62,aug,2024-08-22,sadafco jeddah,sadafco jeddah,isu-印度沙特阿联酋,saudi arabia,n,syed sajid shaik,ks aseptic i,lamination_复合,appearance_淋膜外观,lamination scratch/impression 复合刮伤/压印,外观类,punching impression near plh/overheating impression on plh at top layer of random reels,2,unavailable,052435/32031091,2024-02-28 00:00:00,1ls-plh,unavailable,unaccepted,unsufficient information,复合排查了这个订单的3米样品，约80个卷，留样均未发现客户端反馈的问题.分切工段烘箱未发现异常。偶尔一个卷上发现一个不良，没有规律，且没有足够样品做分析。,filling machine,filling machine,open,unavailable,2024/9/19:engineer is collecting more samples and information (defect rate/qty) and will send back for further investigation. 2024/9/13：厂内未发现异常，待工程师寄回样品后分析。 2024/9/6：sadafco这个案子，复合排查了这个订单的3米样品，约80个卷，留样均未发现客户端反馈的问题，基本上可以排除是复合工段的问题。 但是在调查过程中，我们发现在分切经烘箱热封后，热塑膜收缩后有可能导致这种压印及过热的现象发生。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-22 00:00:00,2024-08-26 00:00:00,2.0,unavailable,-32520.0,176.0,unavailable,unavailable,unavailable,unavailable,False,0.0
218,coco,0,aug,2024-08-22,菊乐食品(新津),菊乐食品(新津),chn-中国区,china mainland,n,俊轶 刘诚,ks auxiliary materials,during_filling_灌装中,integrity_完整性,ls strip matching level 纵封条与包材匹配性问题,上机匹配性,使用mf ls条时出现抖动跑偏,1,tba22,450002516/r24061555b1,2024-06-15 00:00:00,wf strip,unavailable,unaccepted,customer's abnormal production equipment or testing equipment.,"纵封条确认无问题，客户设备特殊性导致。no abnormallities on ls strips, the issue was caused by customer equipment specificity",filling machine,filling machine,close,unavailable,2024/9/6：报告已经提供给客户，待确认是否有更多concern。 2024/8/30：dy条在客户端效果和wf一致；mf条在厂内灌装机测试效果一致，但是封合不跑偏；mf vs greatview strips对比分析，我们甚至更好。建议从灌装机上进行调整,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-22 00:00:00,2024-08-25 00:00:00,1.0,2024-08-25 00:00:00,1.0,68.0,unavailable,unavailable,unavailable,unavailable,False,0.0
219,sophia,61,aug,2024-08-23,rg brands,rg brands,cis-俄语区,kazakhstan,n,dana yessenbayeva,ks aseptic i,transportation_运输,transportation_运输_,transportation damge 运输破损,物流运输类,铁运磨损,34,unavailable,1004709/33050010,2024-06-30 00:00:00,1lsq-plh,unavailable,unaccepted,force majeure,unavailable,filling machine,filling machine,open,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,-1.0,2024-08-23 00:00:00,0.0,54.0,unavailable,unavailable,unavailable,unavailable,False,0.0
220,coco,58,aug,2024-08-26,faragalla,faragalla,mea-中东及非洲,egypt,n,wafi mohamed ghali mohamed salem,ks aseptic i,transportation_运输,transportation_运输_,packaging material missing 包材丢失,物流运输类,"到货少一个栈板(no. 1003897010 , 20,630 packs)",1,unavailable,1000000983,2024-06-15 00:00:00,1lsq-plh,unavailable,unaccepted,unsufficient information,根据装柜照片，总共39个栈板在该集装箱，与出货清单一致；能找到对应的栈板在集装箱的位置；跟货代确认过，中国海关未开箱检验。综上可得，在到达客户端港口前，该栈板在柜子里，且未开箱检验。待客户确认目的地海关是否开箱检验过，铅封号是否变更。,filling machine,filling machine,open,unavailable,2024/9/13:待销售确认是否可以商务赔付。 2024/8/29: 根据装柜照片，总共39个栈板在该集装箱，与出货清单一致；能找到对应的栈板在集装箱的位置；跟货代确认过，中国海关未开箱检验。综上可得，在到达客户端港口前，该栈板在柜子里，且未开箱检验。待客户确认目的地海关是否开箱检验过，铅封号是否变更。,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,2024-08-26 00:00:00,2024-08-26 00:00:00,0.0,2024-08-28 00:00:00,2.0,72.0,unavailable,unavailable,unavailable,unavailable,False,0.0
